id,tên,loại,thành phần,option,option_json,canonical_description,structured_tags,health_profile,context_suitability,
624,Đậu hũ hấp trứng,đồ ăn,"Đậu hũ, Trứng, Hành lá, Xì dầu","Trứng (Nhiều/Ít), Hành lá (Nhiều/Ít/Không)","{""trứng"": [""nhiều"", ""ít""], ""hành_lá"": [""nhiều"", ""ít"", ""không""]}","Đậu hũ hấp trứng là món mềm, bổ, dễ tiêu. Phù hợp người dạ dày yếu hoặc hệ tiêu hóa kém.","{""type"":""đồ ăn"",""taste"":[""savory""],""ingredients"":[""đậu hũ"",""trứng"",""hành lá"",""xì dầu""],""options"":[""Trứng (Nhiều/Ít)"",""Hành lá (Nhiều/Ít/Không)""],""suitable_for"":[""poor_digestive_system"",""weak_stomach"",""anemia""],""avoid_for"":[]}","{""good_for"":[""poor_digestive_system"",""weak_stomach"",""anemia""],""bad_for"":[]}","{""morning"":true,""noon"":true,""evening"":true,""midnight"":false,""hot_weather"":false,""cold_weather"":true,""rainy"":true,""sunny_strong"":false,""pre_work"":false,""post_work"":true,""post_workout"":true,""light_meal"":true,""want_hot_food"":true,""want_cold_food"":false,""in_a_hurry"":true,""on_the_go"":true,""with_friends"":false,""need_relax"":false,""portable"":true,""short_lunch_break"":true}",
625,Thịt heo nướng riềng,đồ ăn,"Thịt heo, Riềng, Tỏi, Ớt, Sả","Riềng (Nhiều/Ít), Ớt (Nhiều/Ít/Không)","{""riềng"": [""nhiều"", ""ít""], ""ớt"": [""nhiều"", ""ít"", ""không""]}","Thịt heo nướng riềng là món đậm đà, thơm và hơi cay ấm. Không phù hợp người dạ dày yếu hoặc cao huyết áp.","{""type"":""đồ ăn"",""taste"":[""savory"",""spicy""],""ingredients"":[""thịt heo"",""riềng"",""tỏi"",""ớt"",""sả""],""options"":[""Riềng (Nhiều/Ít)"",""Ớt (Nhiều/Ít/Không)""],""suitable_for"":[""low_blood_pressure""],""avoid_for"":[""gastritis"",""weak_stomach"",""high_blood_pressure""]}","{""good_for"":[""low_blood_pressure""],""bad_for"":[""gastritis"",""weak_stomach"",""high_blood_pressure""]}","{""morning"":false,""noon"":true,""evening"":true,""midnight"":false,""hot_weather"":false,""cold_weather"":true,""rainy"":false,""sunny_strong"":false,""pre_work"":false,""post_work"":true,""post_workout"":false,""light_meal"":false,""want_hot_food"":true,""want_cold_food"":false,""in_a_hurry"":false,""on_the_go"":false,""with_friends"":true,""need_relax"":false,""portable"":false,""short_lunch_break"":false}",
626,Thịt bò nướng mật ong,đồ ăn,"Thịt bò, Mật ong, Tiêu, Hành, Tỏi","Đường (Nhiều/Ít), Tiêu (Nhiều/Ít/Không)","{""đường"": [""nhiều"", ""ít""], ""tiêu"": [""nhiều"", ""ít"", ""không""]}","Thịt bò nướng mật ong là món thơm ngọt, giàu năng lượng. Không phù hợp người tiểu đường hoặc béo phì.","{""type"":""đồ ăn"",""taste"":[""sweet"",""savory""],""ingredients"":[""thịt bò"",""mật ong"",""tiêu"",""hành"",""tỏi""],""options"":[""Đường (Nhiều/Ít)"",""Tiêu (Nhiều/Ít/Không)""],""suitable_for"":[""low_blood_pressure"",""fatigue""],""avoid_for"":[""diabetes"",""obesity"",""fatty_liver""]}","{""good_for"":[""low_blood_pressure"",""fatigue""],""bad_for"":[""diabetes"",""obesity"",""fatty_liver""]}","{""morning"":false,""noon"":true,""evening"":true,""midnight"":false,""hot_weather"":false,""cold_weather"":true,""rainy"":false,""sunny_strong"":false,""pre_work"":false,""post_work"":true,""post_workout"":false,""light_meal"":false,""want_hot_food"":true,""want_cold_food"":false,""in_a_hurry"":false,""on_the_go"":false,""with_friends"":true,""need_relax"":false,""portable"":false,""short_lunch_break"":false}",
627,Nấm nướng muối ớt,đồ ăn,"Nấm, Muối ớt, Bơ, Hành","Muối ớt(Nhiều/Ít), Hành (Nhiều/Ít/Không)","{""muối_ớt"": [""nhiều"", ""ít""], ""hành"": [""nhiều"", ""ít"", ""không""]}","Nấm nướng muối ớt là món cay mặn, ít dầu và phù hợp người ăn chay cay nhẹ. Không phù hợp người cao huyết áp.","{""type"":""đồ ăn"",""taste"":[""spicy"",""salty""],""ingredients"":[""nấm"",""muối ớt"",""bơ"",""hành""],""options"":[""Muối ớt (Nhiều/Ít)"",""Hành (Nhiều/Ít/Không)""],""suitable_for"":[""vegetarian"",""low_blood_pressure""],""avoid_for"":[""high_blood_pressure""]}","{""good_for"":[""vegetarian"",""low_blood_pressure""],""bad_for"":[""high_blood_pressure""]}","{""morning"":false,""noon"":true,""evening"":true,""midnight"":false,""hot_weather"":false,""cold_weather"":false,""rainy"":false,""sunny_strong"":false,""pre_work"":false,""post_work"":true,""post_workout"":false,""light_meal"":true,""want_hot_food"":false,""want_cold_food"":false,""in_a_hurry"":false,""on_the_go"":false,""with_friends"":true,""need_relax"":false,""portable"":false,""short_lunch_break"":false}",
628,Rau củ xào nấm hương,đồ ăn,"Bông cải, Cà rốt, Nấm hương, Hành, Tỏi","Bông cải(Nhiều/Ít/Không), Cà rốt (Nhiều/Ít/Không), Hành (Nhiều/Ít/Không)","{""bông_cải"": [""nhiều"", ""ít"", ""không""], ""cà_rốt"": [""nhiều"", ""ít"", ""không""], ""hành"": [""nhiều"", ""ít"", ""không""]}","Rau củ xào nấm hương là món nhẹ, nhiều chất xơ và dễ tiêu. Phù hợp người tiêu hóa kém.","{""type"":""đồ ăn"",""taste"":[""savory""],""ingredients"":[""bông cải"",""cà rốt"",""nấm hương"",""hành"",""tỏi""],""options"":[""Bông cải (Nhiều/Ít/Không)"",""Cà rốt (Nhiều/Ít/Không)"",""Hành (Nhiều/Ít/Không)""],""suitable_for"":[""poor_digestive_system"",""weak_stomach"",""vegetarian""],""avoid_for"":[]}","{""good_for"":[""poor_digestive_system"",""weak_stomach"",""vegetarian""],""bad_for"":[]}","{""morning"":true,""noon"":true,""evening"":true,""midnight"":false,""hot_weather"":false,""cold_weather"":true,""rainy"":true,""sunny_strong"":false,""pre_work"":true,""post_work"":true,""post_workout"":true,""light_meal"":true,""want_hot_food"":true,""want_cold_food"":false,""in_a_hurry"":false,""on_the_go"":true,""with_friends"":false,""need_relax"":false,""portable"":true,""short_lunch_break"":true}",
629,Bắp xào hành tỏi,đồ ăn,"Bắp, Hành, Tỏi, Bơ, Ruốc","Bơ (Nhiều/Ít), Hành (Nhiều/Ít/Không)","{""bơ"": [""nhiều"", ""ít""], ""hành"": [""nhiều"", ""ít"", ""không""]}","Bắp xào hành tỏi là món béo thơm, ngọt và hơi nặng bụng. Không phù hợp người hệ tiêu hóa kém.","{""type"":""đồ ăn"",""taste"":[""sweet"",""savory""],""ingredients"":[""bắp"",""hành"",""tỏi"",""bơ"",""ruốc""],""options"":[""Bơ (Nhiều/Ít)"",""Hành (Nhiều/Ít/Không)""],""suitable_for"":[""low_blood_pressure""],""avoid_for"":[""poor_digestive_system"",""weak_stomach"",""obesity""]}","{""good_for"":[""low_blood_pressure""],""bad_for"":[""poor_digestive_system"",""weak_stomach"",""obesity""]}","{""morning"":false,""noon"":true,""evening"":true,""midnight"":false,""hot_weather"":false,""cold_weather"":false,""rainy"":false,""sunny_strong"":false,""pre_work"":false,""post_work"":true,""post_workout"":false,""light_meal"":false,""want_hot_food"":false,""want_cold_food"":false,""in_a_hurry"":false,""on_the_go"":false,""with_friends"":true,""need_relax"":false,""portable"":false,""short_lunch_break"":false}",
630,Bánh nếp nhân dừa,đồ ăn,"Bột nếp, Dừa nạo, Đường, Mè rang","Đường (Nhiều/Ít), Mè rang (Nhiều/Ít/Không)","{""đường"": [""nhiều"", ""ít""], ""mè_rang"": [""nhiều"", ""ít"", ""không""]}","Bánh nếp nhân dừa là món ngọt béo, no lâu. Không phù hợp người tiểu đường hoặc béo phì.","{""type"":""đồ ăn"",""taste"":[""sweet""],""ingredients"":[""bột nếp"",""dừa"",""đường"",""mè rang""],""options"":[""Đường (Nhiều/Ít)"",""Mè rang (Nhiều/Ít/Không)""],""suitable_for"":[""low_blood_pressure""],""avoid_for"":[""diabetes"",""obesity"",""fatty_liver""]}","{""good_for"":[""low_blood_pressure""],""bad_for"":[""diabetes"",""obesity"",""fatty_liver""]}","{""morning"":true,""noon"":true,""evening"":true,""midnight"":false,""hot_weather"":false,""cold_weather"":false,""rainy"":false,""sunny_strong"":false,""pre_work"":false,""post_work"":false,""post_workout"":false,""light_meal"":false,""want_hot_food"":false,""want_cold_food"":false,""in_a_hurry"":false,""on_the_go"":false,""with_friends"":true,""need_relax"":false,""portable"":false,""short_lunch_break"":false}",
631,Bánh chuối dừa nướng,đồ ăn,"Chuối, Dừa, Sữa, Bột mì, Trứng","Dừa (Nhiều/Ít), Đường (Nhiều/Ít)","{""dừa"": [""nhiều"", ""ít""], ""đường"": [""nhiều"", ""ít""]}","Bánh chuối dừa nướng là món ngọt béo, thơm và dễ ăn. Phù hợp người muốn bổ năng lượng; không phù hợp người tiểu đường hoặc béo phì.","{""type"":""đồ ăn"",""taste"":[""sweet""],""ingredients"":[""chuối"",""dừa"",""sữa"",""bột mì"",""trứng""],""options"":[""Dừa (Nhiều/Ít)"",""Đường (Nhiều/Ít)""],""suitable_for"":[""fatigue"",""need_energy""],""avoid_for"":[""diabetes"",""obesity""]}","{""good_for"":[""fatigue"",""need_energy""],""bad_for"":[""diabetes"",""obesity""]}","{""morning"":true,""noon"":true,""evening"":true,""midnight"":false,""hot_weather"":false,""cold_weather"":false,""rainy"":false,""sunny_strong"":false,""pre_work"":false,""post_work"":true,""post_workout"":false,""light_meal"":false,""want_hot_food"":false,""want_cold_food"":false,""in_a_hurry"":false,""on_the_go"":false,""with_friends"":true,""need_relax"":true,""portable"":true,""short_lunch_break"":false}",
632,Chè sen nhãn nhục,đồ ăn,"Hạt sen, Nhãn nhục, Đường phèn, Táo tàu","Đường phèn (Nhiều/Ít), Đá (Nhiều/Ít/Không)","{""đường_phèn"": [""nhiều"", ""ít""], ""đá"": [""nhiều"", ""ít"", ""không""]}","Chè sen nhãn nhục là món ngọt ấm, bổ an thần và dễ ăn. Phù hợp người cần ngủ ngon; không phù hợp người tiểu đường.","{""type"":""đồ ăn"",""taste"":[""sweet""],""ingredients"":[""hạt sen"",""nhãn nhục"",""đường phèn"",""táo tàu""],""options"":[""Đường phèn (Nhiều/Ít)"",""Đá (Nhiều/Ít/Không)""],""suitable_for"":[""need_relax"",""sleep_support""],""avoid_for"":[""diabetes""]}","{""good_for"":[""need_relax"",""sleep_support""],""bad_for"":[""diabetes""]}","{""morning"":true,""noon"":true,""evening"":true,""midnight"":false,""hot_weather"":false,""cold_weather"":true,""rainy"":false,""sunny_strong"":false,""pre_work"":false,""post_work"":true,""post_workout"":false,""light_meal"":true,""want_hot_food"":true,""want_cold_food"":false,""in_a_hurry"":false,""on_the_go"":false,""with_friends"":true,""need_relax"":true,""portable"":true,""short_lunch_break"":false}",
633,Nước ép táo cần tây,thức uống,"Táo, Cần tây, Mật ong, Đá","Mật ong (Nhiều/Ít), Đá (Nhiều/Ít/Không)","{""mật_ong"": [""nhiều"", ""ít""], ""đá"": [""nhiều"", ""ít"", ""không""]}","Nước ép táo cần tây là thức uống thanh mát, giàu vitamin và hỗ trợ giải độc. Phù hợp thời tiết nóng; không phù hợp người huyết áp thấp khi thêm nhiều muối/mật ong.","{""type"":""thức uống"",""taste"":[""sweet"",""fresh""],""ingredients"":[""táo"",""cần tây"",""mật ong"",""đá""],""options"":[""Mật ong (Nhiều/Ít)"",""Đá (Nhiều/Ít/Không)""],""suitable_for"":[""hot_weather"",""detox""],""avoid_for"":[""hypotension_when_over_salted""]}","{""good_for"":[""hot_weather"",""detox""],""bad_for"":[""hypotension_when_over_salted""]}","{""morning"":true,""noon"":true,""evening"":true,""midnight"":false,""hot_weather"":true,""cold_weather"":false,""rainy"":false,""sunny_strong"":true,""pre_work"":true,""post_work"":false,""post_workout"":true,""light_meal"":true,""want_hot_food"":false,""want_cold_food"":true,""in_a_hurry"":true,""on_the_go"":true,""with_friends"":true,""need_relax"":true,""portable"":true,""short_lunch_break"":true}",
634,Nước ép thanh long,thức uống,"Thanh long, Chanh, Mật ong, Đá","Mật ong (Nhiều/Ít), Đá (Nhiều/Ít/Không)","{""mật_ong"": [""nhiều"", ""ít""], ""đá"": [""nhiều"", ""ít"", ""không""]}","Nước ép thanh long là thức uống mát, ít béo và giàu vitamin. Phù hợp thời tiết nóng; không phù hợp người tiểu đường nếu thêm nhiều đường/mật ong.","{""type"":""thức uống"",""taste"":[""sweet"",""fresh""],""ingredients"":[""thanh long"",""chanh"",""mật ong"",""đá""],""options"":[""Mật ong (Nhiều/Ít)"",""Đá (Nhiều/Ít/Không)""],""suitable_for"":[""hot_weather"",""body_heat""],""avoid_for"":[""diabetes""]}","{""good_for"":[""hot_weather"",""body_heat""],""bad_for"":[""diabetes""]}","{""morning"":true,""noon"":true,""evening"":true,""midnight"":false,""hot_weather"":true,""cold_weather"":false,""rainy"":false,""sunny_strong"":true,""pre_work"":true,""post_work"":false,""post_workout"":true,""light_meal"":true,""want_hot_food"":false,""want_cold_food"":true,""in_a_hurry"":true,""on_the_go"":true,""with_friends"":true,""need_relax"":true,""portable"":true,""short_lunch_break"":true}",
635,Nước ép dâu tằm,thức uống,"Dâu tằm, Chanh, Đường, Đá","Đường (Nhiều/Ít), Đá (Nhiều/Ít/Không)","{""đường"": [""nhiều"", ""ít""], ""đá"": [""nhiều"", ""ít"", ""không""]}","Nước ép dâu tằm là thức uống chua ngọt, giàu vitamin. Phù hợp thời tiết nóng; không phù hợp người tiểu đường.","{""type"":""thức uống"",""taste"":[""sweet"",""sour""],""ingredients"":[""dâu tằm"",""chanh"",""đường"",""đá""],""options"":[""Đường (Nhiều/Ít)"",""Đá (Nhiều/Ít/Không)""],""suitable_for"":[""hot_weather"",""body_heat""],""avoid_for"":[""diabetes""]}","{""good_for"":[""hot_weather"",""body_heat""],""bad_for"":[""diabetes""]}","{""morning"":true,""noon"":true,""evening"":true,""midnight"":false,""hot_weather"":true,""cold_weather"":false,""rainy"":false,""sunny_strong"":true,""pre_work"":true,""post_work"":false,""post_workout"":true,""light_meal"":true,""want_hot_food"":false,""want_cold_food"":true,""in_a_hurry"":true,""on_the_go"":true,""with_friends"":true,""need_relax"":true,""portable"":true,""short_lunch_break"":true}",
636,Nước ép cà rốt cam,thức uống,"Cà rốt, Cam, Mật ong, Đá","Mật ong (Nhiều/Ít), Đá (Nhiều/Ít/Không)","{""mật_ong"": [""nhiều"", ""ít""], ""đá"": [""nhiều"", ""ít"", ""không""]}","Nước ép cà rốt cam là thức uống giàu vitamin A/C, tốt cho mắt và da. Phù hợp thời tiết nóng; không phù hợp người tiểu đường nếu thêm đường.","{""type"":""thức uống"",""taste"":[""sweet""],""ingredients"":[""cà rốt"",""cam"",""mật ong"",""đá""],""options"":[""Mật ong (Nhiều/Ít)"",""Đá (Nhiều/Ít/Không)""],""suitable_for"":[""hot_weather"",""eye_health""],""avoid_for"":[""diabetes""]}","{""good_for"":[""hot_weather"",""eye_health""],""bad_for"":[""diabetes""]}","{""morning"":true,""noon"":true,""evening"":true,""midnight"":false,""hot_weather"":true,""cold_weather"":false,""rainy"":false,""sunny_strong"":true,""pre_work"":true,""post_work"":false,""post_workout"":true,""light_meal"":true,""want_hot_food"":false,""want_cold_food"":true,""in_a_hurry"":true,""on_the_go"":true,""with_friends"":true,""need_relax"":true,""portable"":true,""short_lunch_break"":true}",
637,Sinh tố chanh dây,thức uống,"Chanh dây, Sữa, Đá, Mật ong","Mật ong (Nhiều/Ít), Đá (Nhiều/Ít/Không)","{""mật_ong"": [""nhiều"", ""ít""], ""đá"": [""nhiều"", ""ít"", ""không""]}","Sinh tố chanh dây là thức uống chua ngọt, thơm và giàu vitamin C. Phù hợp thời tiết nóng; không phù hợp người dạ dày yếu hoặc tiểu đường.","{""type"":""thức uống"",""taste"":[""sweet"",""sour""],""ingredients"":[""chanh dây"",""sữa"",""đá"",""mật ong""],""options"":[""Mật ong (Nhiều/Ít)"",""Đá (Nhiều/Ít/Không)""],""suitable_for"":[""hot_weather"",""body_heat""],""avoid_for"":[""weak_stomach"",""diabetes""]}","{""good_for"":[""hot_weather"",""body_heat""],""bad_for"":[""weak_stomach"",""diabetes""]}","{""morning"":true,""noon"":true,""evening"":true,""midnight"":false,""hot_weather"":true,""cold_weather"":false,""rainy"":false,""sunny_strong"":true,""pre_work"":true,""post_work"":false,""post_workout"":false,""light_meal"":true,""want_hot_food"":false,""want_cold_food"":true,""in_a_hurry"":true,""on_the_go"":true,""with_friends"":true,""need_relax"":true,""portable"":true,""short_lunch_break"":true}",
638,Sinh tố đậu nành,thức uống,"Đậu nành, Sữa đặc, Đường, Đá","Đường/Sữa đặc (Nhiều/Ít), Đá (Nhiều/Ít/Không)","{""đường_sữa_đặc"": [""nhiều"", ""ít""], ""đá"": [""nhiều"", ""ít"", ""không""]}","Sinh tố đậu nành là thức uống giàu đạm thực vật, béo nhẹ và mát. Phù hợp người cần bổ sung đạm; không phù hợp người tiểu đường khi thêm nhiều đường.","{""type"":""thức uống"",""taste"":[""sweet""],""ingredients"":[""đậu nành"",""sữa đặc"",""đường"",""đá""],""options"":[""Đường/Sữa đặc (Nhiều/Ít)"",""Đá (Nhiều/Ít/Không)""],""suitable_for"":[],""avoid_for"":[""diabetes""]}","{""good_for"":[],""bad_for"":[""diabetes""]}","{""morning"":true,""noon"":true,""evening"":true,""midnight"":false,""hot_weather"":false,""cold_weather"":false,""rainy"":false,""sunny_strong"":false,""pre_work"":true,""post_work"":false,""post_workout"":false,""light_meal"":true,""want_hot_food"":false,""want_cold_food"":true,""in_a_hurry"":true,""on_the_go"":true,""with_friends"":true,""need_relax"":true,""portable"":true,""short_lunch_break"":true}",
639,Sinh tố bơ cà phê,thức uống,"Bơ, Cà phê, Sữa, Đá",Đá (Nhiều/Ít/Không),"{""đá"": [""nhiều"", ""ít"", ""không""]}","Sinh tố bơ cà phê là thức uống béo có caffein, thơm và giàu năng lượng. Phù hợp người cần tỉnh táo; không phù hợp người mất ngủ hoặc dạ dày yếu.","{""type"":""thức uống"",""taste"":[""sweet"",""bitter""],""caffeine"":""medium"",""ingredients"":[""bơ"",""cà phê"",""sữa"",""đá""],""options"":[""Đá (Nhiều/Ít/Không)""],""suitable_for"":[""need_focus"",""fatigue""],""avoid_for"":[""insomnia"",""weak_stomach"",""heart_disease""]}","{""good_for"":[""need_focus"",""fatigue""],""bad_for"":[""insomnia"",""weak_stomach"",""heart_disease""]}","{""morning"":true,""noon"":true,""evening"":false,""midnight"":false,""hot_weather"":true,""cold_weather"":false,""rainy"":false,""sunny_strong"":true,""pre_work"":true,""post_work"":false,""post_workout"":false,""light_meal"":false,""want_hot_food"":false,""want_cold_food"":true,""in_a_hurry"":true,""on_the_go"":true,""with_friends"":true,""need_relax"":false,""portable"":true,""short_lunch_break"":true}",
